Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Caecilius Aemilius,37,13,Gaul,161,73,Provocator,13,4,Agility,Dagger,High,Superior,0.8842663303016534,High,0.9847442865239954,Excellent,Advanced,Strong,17,Calculative,Good,Freedom,Unemployed,Medium,Aggressive,High,Flamboyant,True
Fulcinia Calventius,28,22,Greece,191,54,Provocator,11,1,Endurance,Gladius (Sword),Medium,Standard,0.8089710583521992,Low,7.78561477833682,Adequate,Advanced,Strong,12,Stoic,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Humble,True
Catilius Balbus,24,26,Rome,179,94,Secutor,5,1,Novice,Gladius (Sword),Medium,Standard,0.6104530256642361,Low,2.9669678299477105,Adequate,Intermediate,Moderate,6,Calculative,Excellent,Glory,Criminal,Medium,Balanced,Medium,Intimidating,False
Livius Galerius,27,23,Rome,176,80,Provocator,5,2,Speed,Gladius (Sword),Low,Basic,0.5832700371126197,Low,2.4854025497639496,Poor,Expert,Moderate,7,Calculative,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Intimidating,False
Mamilius Persius,23,27,Numidia,171,101,Hoplomachus,3,1,Novice,Spear,High,Superior,0.4496155545390827,Low,8.510946447379649,Excellent,Basic,Strong,4,Calculative,Excellent,Survival,Criminal,Medium,Balanced,Low,Humble,True
Lacerius Gaius,38,12,Greece,175,57,Retiarius,7,1,Novice,Net,Medium,Standard,0.6909196868331624,Low,1.2861437830917792,Adequate,Basic,Moderate,8,Fearful,Good,Survival,Criminal,Medium,Balanced,Low,Humble,True
Furius Fabius,36,14,Thrace,191,98,Secutor,8,1,Novice,Dagger,High,Superior,0.7142463062934181,Low,4.042930188730474,Excellent,Basic,Strong,9,Fearful,Excellent,Glory,Laborer,Medium,Aggressive,High,Humble,True
Cornificius Matienus,35,15,Numidia,199,61,Retiarius,10,2,Strength,Net,Low,Basic,0.8000816203195659,Low,6.620222105425009,Poor,Advanced,Strong,12,Stoic,Excellent,Vengeance,Criminal,Medium,Balanced,Medium,Humble,True
Gabinius Acilius,36,14,Gaul,172,88,Provocator,12,2,Tactics,Dagger,High,Superior,0.9357531270412325,High,3.643909671646007,Excellent,Expert,Strong,14,Calculative,Good,Freedom,Unemployed,Low,Defensive,Medium,Flamboyant,True
Foslius Nasidienus,18,32,Numidia,174,90,Retiarius,6,2,Agility,Net,Medium,Standard,0.6372584284516846,High,4.837763178692327,Adequate,Advanced,Moderate,8,Calculative,Excellent,Vengeance,Soldier,High,Balanced,Low,Humble,False
Gnaeus Latinius,30,20,Numidia,165,78,Secutor,9,1,Novice,Gladius (Sword),Low,Basic,0.7969775580369614,Low,3.4943053416922205,Poor,Intermediate,Strong,10,Aggressive,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Intimidating,True
Cominius Orestius,44,6,Germania,187,75,Provocator,12,3,Novice,Gladius (Sword),Low,Basic,0.8703358777136178,Low,10.099994331686105,Poor,Basic,Strong,15,Calculative,Good,Wealth,Criminal,Medium,Balanced,High,Flamboyant,True
Geminius Menenius,35,15,Numidia,182,97,Murmillo,9,2,Strength,Gladius (Sword),Medium,Standard,0.7921684325864206,Low,9.270775265076155,Adequate,Expert,Strong,11,Stoic,Excellent,Wealth,Criminal,Low,Aggressive,High,Intimidating,True
Appius Foslius,37,13,Germania,171,110,Thraex,10,2,Novice,Sica (Curved Sword),Low,Basic,0.9107029328572533,Low,4.2619255231702695,Poor,Basic,Strong,12,Calculative,Good,Survival,Criminal,Medium,Aggressive,Medium,Charismatic,True
Orestius Munatius,39,11,Rome,191,87,Retiarius,9,1,Speed,Trident,High,Superior,0.8654655513263446,Low,3.38473478264476,Excellent,Expert,Strong,10,Calculative,Excellent,Wealth,Laborer,Medium,Balanced,Medium,Flamboyant,True
Ollius Paconius,24,26,Gaul,191,105,Secutor,6,2,Novice,Dagger,Low,Basic,0.6004023943716756,Low,6.687698941401659,Poor,Intermediate,Moderate,8,Aggressive,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Charismatic,True
Cornelius Licinius,42,8,Thrace,167,97,Provocator,11,9,Novice,Gladius (Sword),Medium,Standard,0.3939024052237398,High,3.340139548707553,Adequate,Intermediate,Moderate,20,Calculative,Fair,Freedom,Unemployed,Medium,Balanced,Medium,Humble,True
Paternus Papirius,18,32,Numidia,164,76,Secutor,4,1,Strength,Gladius (Sword),Medium,Standard,0.551238054488722,Low,6.210002304251196,Adequate,Advanced,Moderate,5,Aggressive,Excellent,Freedom,Laborer,Medium,Aggressive,Medium,Humble,True
Marcius Nonius,36,14,Thrace,181,116,Hoplomachus,13,3,Novice,Dagger,Medium,Standard,0.9121473957326784,High,1.0311986653209897,Adequate,Basic,Strong,16,Aggressive,Fair,Wealth,Criminal,Low,Balanced,Medium,Intimidating,False
Sextus Numonius,44,6,Germania,168,111,Retiarius,11,0,Novice,Trident,Medium,Standard,0.9672460229188895,Low,2.1330834517323574,Adequate,Basic,Strong,11,Stoic,Good,Glory,Laborer,Low,Aggressive,Medium,Humble,True
Pettius Tiberius,32,18,Germania,165,66,Retiarius,13,4,Novice,Trident,Medium,Standard,0.8385391121073448,High,3.9442268571546024,Adequate,Intermediate,Strong,17,Calculative,Good,Glory,Laborer,Low,Balanced,Medium,Intimidating,True
Persius Horatius,36,14,Thrace,161,66,Secutor,8,2,Novice,Dagger,Low,Basic,0.7253041715651967,Low,3.966323168109084,Poor,Basic,Strong,10,Calculative,Good,Glory,Entertainer,Low,Balanced,Medium,Humble,True
Camillius Cassius,24,26,Greece,174,80,Provocator,5,0,Agility,Gladius (Sword),High,Superior,0.6462603705678812,Low,9.866201506861058,Excellent,Advanced,Strong,5,Aggressive,Excellent,Glory,Laborer,High,Balanced,Medium,Humble,True
Fabrinius Gabinius,44,6,Germania,165,80,Thraex,12,1,Novice,Sica (Curved Sword),Medium,Standard,0.9301833635012641,Low,3.366258756740688,Adequate,Basic,Strong,13,Stoic,Good,Glory,Laborer,Low,Aggressive,Medium,Charismatic,True
Icilius Horatius,45,5,Thrace,178,95,Thraex,7,1,Novice,Sica (Curved Sword),High,Superior,0.7640240386850309,Low,5.0316313713063625,Excellent,Basic,Strong,8,Calculative,Good,Survival,Criminal,Low,Aggressive,High,Humble,True
Mucius Nonius,23,27,Germania,171,95,Thraex,6,1,Novice,Dagger,Low,Basic,0.6757644927201428,Low,2.18657349135402,Poor,Basic,Moderate,7,Calculative,Excellent,Survival,Laborer,Medium,Balanced,Medium,Intimidating,True
Cestius Pedius,40,10,Greece,173,62,Murmillo,8,2,Novice,Gladius (Sword),High,Superior,0.7457833748840973,Low,7.688356717887157,Excellent,Basic,Strong,10,Stoic,Excellent,Glory,Unemployed,Medium,Aggressive,High,Flamboyant,True
Opellius Catilius,30,20,Greece,184,67,Murmillo,6,1,Novice,Dagger,Medium,Standard,0.6424098853008078,Low,2.765439492870614,Adequate,Basic,Moderate,7,Aggressive,Excellent,Freedom,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Publius Servius,25,25,Numidia,185,64,Retiarius,4,1,Novice,Net,High,Superior,0.4964056986249164,Low,3.3582958681652193,Excellent,Basic,Strong,5,Stoic,Excellent,Wealth,Entertainer,Low,Aggressive,Medium,Intimidating,True
Fundanus Pinarus,42,8,Rome,182,70,Thraex,7,0,Novice,Dagger,Medium,Standard,0.6955530949447409,Low,0.983855938829522,Adequate,Basic,Moderate,7,Aggressive,Good,Vengeance,Unemployed,Medium,Aggressive,Medium,Charismatic,True
Matinius Ollius,18,32,Gaul,182,90,Murmillo,4,0,Strength,Dagger,Medium,Standard,0.7001339592731362,Low,6.256825473432294,Adequate,Expert,Strong,4,Stoic,Excellent,Glory,Criminal,High,Balanced,High,Charismatic,True
Longinius Aquillius,41,9,Thrace,169,53,Thraex,12,3,Novice,Sica (Curved Sword),Medium,Standard,0.8290393300496439,Low,2.1542089015741612,Adequate,Basic,Strong,15,Aggressive,Good,Freedom,Entertainer,Low,Balanced,Medium,Charismatic,True
Murena Pedius,27,23,Thrace,180,84,Murmillo,7,0,Strength,Dagger,Medium,Standard,0.7225999713163556,High,0.9986803615226022,Adequate,Expert,Strong,7,Aggressive,Good,Survival,Unemployed,Low,Balanced,High,Charismatic,True
Palpellius Hostius,23,27,Numidia,192,73,Hoplomachus,9,0,Tactics,Dagger,Low,Basic,0.7185429384048367,Low,9.827727987533502,Poor,Advanced,Strong,9,Fearful,Excellent,Glory,Laborer,High,Defensive,High,Charismatic,True
Memmius Naevius,26,24,Gaul,167,78,Secutor,7,2,Endurance,Gladius (Sword),Low,Basic,0.7505634441413862,Low,4.496798737309129,Poor,Expert,Strong,9,Aggressive,Excellent,Freedom,Entertainer,Low,Balanced,Medium,Intimidating,True
Modius Sextius,31,19,Numidia,170,84,Provocator,10,2,Novice,Gladius (Sword),High,Superior,0.8502571965912251,High,3.8518383393877915,Excellent,Basic,Strong,12,Stoic,Good,Glory,Laborer,Low,Aggressive,Medium,Humble,True
Burrienus Iunius,45,5,Numidia,169,81,Thraex,13,1,Novice,Sica (Curved Sword),Medium,Standard,0.9518590561081391,Low,2.8726994908219923,Adequate,Basic,Strong,14,Aggressive,Good,Survival,Criminal,Medium,Balanced,Medium,Humble,True
Ostorius Gaius,23,27,Rome,182,72,Hoplomachus,11,4,Agility,Spear,Medium,Standard,0.7369534985939278,Low,6.683576238333566,Adequate,Advanced,Strong,15,Calculative,Excellent,Wealth,Unemployed,Low,Balanced,High,Intimidating,True
Papinius Orbilius,34,16,Numidia,183,64,Retiarius,9,1,Agility,Trident,Low,Basic,0.7351747602257095,Low,1.8273406362728848,Poor,Advanced,Strong,10,Calculative,Excellent,Wealth,Unemployed,Medium,Balanced,High,Humble,False
Aelius Lollius,33,17,Greece,183,74,Provocator,5,1,Novice,Dagger,Low,Basic,0.5580949573603081,Low,2.431275527768647,Poor,Basic,Moderate,6,Fearful,Excellent,Freedom,Unemployed,Low,Balanced,Low,Intimidating,False
Hordeonius Lucretius,33,17,Germania,164,82,Provocator,5,1,Tactics,Dagger,Low,Basic,0.5454949208558845,Low,4.089955360154313,Poor,Advanced,Moderate,6,Aggressive,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Intimidating,True
Nautius Hortensius,45,5,Germania,169,108,Secutor,16,1,Novice,Dagger,Medium,Standard,0.8609936829899597,Low,0.9695927128386312,Adequate,Basic,Strong,17,Stoic,Good,Freedom,Unemployed,Medium,Balanced,Medium,Charismatic,True
Ogulnius Cocceius,31,19,Germania,180,70,Thraex,6,2,Endurance,Sica (Curved Sword),Medium,Standard,0.6885970399456453,Low,6.1482454071847865,Adequate,Advanced,Moderate,8,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,Low,Charismatic,True
Afranius Orestius,34,16,Germania,155,84,Hoplomachus,8,5,Novice,Spear,Low,Basic,0.5083138400661238,Low,7.934436949097502,Poor,Basic,Moderate,13,Aggressive,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Charismatic,True
Nasidius Matinius,36,14,Thrace,166,50,Provocator,7,0,Novice,Dagger,Medium,Standard,0.7260288960605674,Low,2.615472564996229,Adequate,Basic,Strong,7,Calculative,Good,Vengeance,Laborer,Medium,Aggressive,Medium,Humble,True
Mescinius Gaius,30,20,Thrace,179,86,Hoplomachus,11,3,Endurance,Spear,Medium,Standard,0.7498735812054157,High,2.5241920851120088,Adequate,Advanced,Strong,14,Aggressive,Good,Survival,Criminal,Medium,Aggressive,High,Charismatic,True
Sextius Tarquinius,28,22,Thrace,174,100,Provocator,11,1,Agility,Dagger,Medium,Standard,0.935274683741008,High,1.5816705004415956,Adequate,Advanced,Strong,12,Aggressive,Good,Freedom,Entertainer,Medium,Balanced,Low,Flamboyant,True
Aelius Lentulus,37,13,Rome,189,109,Provocator,14,6,Speed,Gladius (Sword),Medium,Standard,0.7486425401969505,Low,4.143528071675406,Adequate,Advanced,Strong,20,Fearful,Good,Survival,Laborer,Low,Aggressive,High,Humble,True
Gaius Cominius,24,26,Thrace,178,45,Provocator,4,0,Endurance,Dagger,Medium,Standard,0.5698796928823675,Low,3.6093835406980315,Adequate,Advanced,Moderate,4,Fearful,Excellent,Freedom,Laborer,Medium,Aggressive,Medium,Humble,False
Mamilius Maecilius,34,16,Numidia,186,74,Thraex,3,1,Tactics,Sica (Curved Sword),Medium,Standard,0.46836858691787464,Low,4.013176522468758,Adequate,Advanced,Moderate,4,Fearful,Excellent,Survival,Criminal,Medium,Balanced,Low,Charismatic,True
Pettius Aulus,30,20,Rome,189,78,Thraex,7,1,Novice,Sica (Curved Sword),High,Superior,0.6564314149989827,Low,4.198292606306487,Excellent,Intermediate,Strong,8,Calculative,Excellent,Survival,Entertainer,Medium,Balanced,Medium,Intimidating,True
Petilius Paelignus,32,18,Thrace,167,77,Retiarius,8,2,Agility,Trident,Low,Basic,0.713600000931297,Low,2.8075551663513987,Poor,Advanced,Strong,10,Stoic,Excellent,Wealth,Laborer,Medium,Aggressive,High,Flamboyant,True
Percennius Marius,32,18,Germania,168,86,Hoplomachus,8,2,Agility,Spear,Low,Basic,0.8070313503781665,Low,3.6125218112820594,Poor,Advanced,Strong,10,Stoic,Excellent,Survival,Entertainer,Low,Aggressive,High,Intimidating,True
Cassius Vibius,40,10,Germania,177,86,Hoplomachus,11,4,Novice,Dagger,Low,Basic,0.8689591215626589,Low,1.818989576546092,Poor,Basic,Strong,15,Calculative,Good,Survival,Criminal,Medium,Balanced,Medium,Charismatic,True
Caninius Cestius,23,27,Germania,179,82,Thraex,3,1,Novice,Sica (Curved Sword),High,Superior,0.5382003138397895,Low,6.658227097703817,Excellent,Basic,Strong,4,Stoic,Excellent,Survival,Soldier,High,Aggressive,High,Intimidating,True
Ollius Cornelius,34,16,Numidia,178,70,Secutor,8,2,Novice,Gladius (Sword),Medium,Standard,0.7116228484303437,Low,8.099357180671815,Adequate,Intermediate,Strong,10,Aggressive,Excellent,Freedom,Criminal,Low,Balanced,Low,Flamboyant,True
Ennius Gaius,23,27,Numidia,186,94,Retiarius,7,3,Novice,Trident,Low,Basic,0.5652721058434318,Low,7.672525948548162,Poor,Basic,Moderate,10,Fearful,Excellent,Wealth,Criminal,Medium,Balanced,Medium,Humble,True
Hostius Perperna,36,14,Rome,173,78,Retiarius,8,1,Novice,Net,High,Superior,0.7678832941088856,High,2.22363048788679,Excellent,Intermediate,Strong,9,Stoic,Good,Vengeance,Unemployed,Low,Aggressive,Medium,Intimidating,True
Caecilius Pilus,32,18,Thrace,170,67,Provocator,8,4,Strength,Gladius (Sword),High,Superior,0.5943016984642616,Low,1.731870063705631,Excellent,Advanced,Strong,12,Calculative,Excellent,Wealth,Entertainer,Medium,Balanced,Medium,Charismatic,True
Hostius Gaius,37,13,Rome,158,57,Provocator,10,3,Novice,Dagger,High,Superior,0.7601899972011756,Low,2.6458869354481074,Excellent,Basic,Strong,13,Fearful,Excellent,Wealth,Entertainer,Low,Balanced,Low,Intimidating,True
Fundanus Hortensius,19,31,Numidia,179,100,Murmillo,1,0,Strength,Dagger,Low,Basic,0.46327172308459774,Low,5.202280055921508,Poor,Advanced,Moderate,1,Aggressive,Excellent,Glory,Criminal,High,Aggressive,Medium,Humble,False
Memmius Baebius,22,28,Greece,173,96,Provocator,2,0,Strength,Dagger,Medium,Standard,0.6960754862900755,Low,4.804732580298963,Adequate,Advanced,Moderate,2,Stoic,Excellent,Freedom,Laborer,Low,Aggressive,Low,Charismatic,False
Persius Cispius,35,15,Greece,177,92,Hoplomachus,10,2,Novice,Spear,High,Superior,0.7500501008527816,High,3.15981253678117,Excellent,Basic,Strong,12,Stoic,Good,Vengeance,Criminal,Medium,Aggressive,Medium,Humble,True
Musonius Tarquinius,41,9,Germania,182,89,Murmillo,12,3,Novice,Dagger,Medium,Standard,0.8148591278852408,Low,5.7622426550866415,Adequate,Basic,Strong,15,Calculative,Good,Vengeance,Laborer,Medium,Aggressive,Medium,Humble,True
Avidius Numerius,21,29,Greece,170,63,Thraex,7,1,Novice,Sica (Curved Sword),Medium,Standard,0.6716160437473198,Low,5.878756731860995,Adequate,Basic,Moderate,8,Calculative,Excellent,Survival,Unemployed,Medium,Balanced,Low,Intimidating,True
Ennius Decimus,34,16,Numidia,192,117,Murmillo,10,1,Strength,Gladius (Sword),High,Superior,0.8604087656600566,Low,1.104027358697347,Excellent,Advanced,Strong,11,Fearful,Excellent,Vengeance,Criminal,Medium,Aggressive,Medium,Flamboyant,True
Memmius Duronius,42,8,Greece,175,89,Secutor,12,3,Novice,Dagger,Medium,Standard,0.8320516083096315,Low,3.3016400141472926,Adequate,Basic,Strong,15,Stoic,Good,Glory,Entertainer,Low,Balanced,Medium,Humble,True
Papinius Fundanus,27,23,Gaul,176,84,Hoplomachus,7,0,Novice,Spear,Low,Basic,0.8686541764065248,Low,4.443538568431179,Poor,Intermediate,Strong,7,Calculative,Excellent,Glory,Entertainer,Medium,Aggressive,Medium,Charismatic,True
Cosconius Caninius,27,23,Greece,176,79,Thraex,18,4,Tactics,Sica (Curved Sword),Low,Basic,0.8679852098230572,High,6.968865291411375,Poor,Expert,Strong,22,Stoic,Good,Survival,Unemployed,Medium,Balanced,High,Intimidating,True
Egnatius Atilius,45,5,Germania,181,88,Thraex,16,2,Novice,Sica (Curved Sword),Medium,Standard,0.8444890843397068,Low,3.8495789591817657,Adequate,Basic,Strong,18,Stoic,Good,Survival,Criminal,Medium,Balanced,Medium,Charismatic,True
Sextus Nigidius,21,29,Rome,169,57,Retiarius,6,1,Strength,Net,High,Superior,0.5510683744325301,Low,10.521320196047624,Excellent,Advanced,Strong,7,Calculative,Excellent,Survival,Laborer,Medium,Balanced,High,Intimidating,True
Manilius Pinarus,40,10,Gaul,175,80,Provocator,11,0,Novice,Dagger,High,Superior,0.9927488590897847,Low,0.9351305195540157,Excellent,Basic,Strong,11,Aggressive,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Intimidating,True
Caelius Laberius,33,17,Germania,164,111,Retiarius,5,3,Novice,Net,Medium,Standard,0.4632498026816264,Low,3.863866481179731,Adequate,Intermediate,Moderate,8,Stoic,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Humble,True
Caninius Laecanius,18,32,Rome,181,116,Secutor,3,0,Tactics,Gladius (Sword),Low,Basic,0.6267665935608139,Low,7.646779220863127,Poor,Expert,Moderate,3,Fearful,Excellent,Survival,Laborer,Medium,Balanced,Low,Charismatic,False
Cicereius Cispius,32,18,Germania,191,85,Thraex,8,1,Novice,Sica (Curved Sword),Low,Basic,0.7435420488269648,High,0.9245466051394869,Poor,Intermediate,Strong,9,Aggressive,Good,Freedom,Entertainer,Low,Aggressive,High,Flamboyant,False
Mallius Egnatius,28,22,Greece,143,94,Secutor,2,0,Novice,Dagger,Medium,Standard,0.5637439403143019,Low,3.6315648676601406,Adequate,Intermediate,Moderate,2,Calculative,Excellent,Freedom,Criminal,Low,Balanced,Medium,Humble,False
Orchius Orbilius,28,22,Numidia,179,89,Thraex,9,1,Novice,Sica (Curved Sword),Low,Basic,0.7854956501344568,Low,5.369638923633325,Poor,Basic,Strong,10,Fearful,Excellent,Glory,Unemployed,Medium,Balanced,Low,Humble,True
Didius Sulpicius,40,10,Rome,182,60,Secutor,7,2,Novice,Gladius (Sword),Low,Basic,0.6219942759968259,Low,1.0908943364251467,Poor,Basic,Moderate,9,Fearful,Good,Glory,Laborer,Medium,Balanced,Low,Intimidating,True
Numerius Egnatius,23,27,Greece,187,79,Thraex,3,0,Novice,Sica (Curved Sword),Medium,Standard,0.5296582707106164,Low,4.189054307411539,Adequate,Basic,Moderate,3,Aggressive,Excellent,Vengeance,Laborer,Medium,Aggressive,Low,Intimidating,False
Fannius Camillius,31,19,Gaul,167,100,Provocator,10,1,Novice,Dagger,Low,Basic,0.8908304185025733,Low,5.354102005268503,Poor,Basic,Strong,11,Calculative,Excellent,Freedom,Unemployed,Low,Balanced,Medium,Humble,True
Pinarus Atilius,44,6,Numidia,177,87,Retiarius,9,1,Novice,Trident,Medium,Standard,0.8274012577130726,High,0.9225055177003816,Adequate,Basic,Strong,10,Aggressive,Fair,Glory,Entertainer,Low,Aggressive,Medium,Intimidating,True
Maecilius Gnaeus,25,25,Germania,178,62,Retiarius,5,0,Strength,Trident,Medium,Standard,0.6561575049967042,Low,3.5459978084815154,Adequate,Advanced,Moderate,5,Calculative,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Charismatic,True
Iulius Caelius,38,12,Germania,176,69,Murmillo,11,3,Novice,Dagger,Medium,Standard,0.7742741427833268,Low,4.157968979744584,Adequate,Intermediate,Strong,14,Fearful,Good,Survival,Entertainer,Medium,Balanced,Medium,Flamboyant,True
Cominius Cassius,38,12,Rome,171,83,Secutor,12,0,Strength,Dagger,Low,Basic,0.9763404658408495,Low,3.113698330605459,Poor,Advanced,Strong,12,Stoic,Good,Freedom,Entertainer,Medium,Aggressive,High,Flamboyant,True
Horatius Calventius,22,28,Gaul,178,49,Retiarius,8,4,Novice,Trident,Low,Basic,0.5423376053274149,High,7.091951712730253,Poor,Basic,Moderate,12,Aggressive,Excellent,Freedom,Soldier,Medium,Balanced,Medium,Intimidating,True
Quintus Nigidius,18,32,Numidia,172,92,Hoplomachus,6,1,Endurance,Spear,Medium,Standard,0.6640867683768318,Low,9.368256186747189,Adequate,Advanced,Moderate,7,Aggressive,Excellent,Survival,Soldier,Medium,Aggressive,Medium,Intimidating,True
Fabius Pinarus,29,21,Rome,167,66,Provocator,3,1,Strength,Dagger,Medium,Standard,0.4594253011277849,Low,7.127401615454055,Adequate,Advanced,Moderate,4,Fearful,Excellent,Wealth,Unemployed,Low,Aggressive,Medium,Charismatic,True
Nautius Norbanus,33,17,Greece,174,79,Murmillo,10,4,Novice,Dagger,Low,Basic,0.779890128797292,Low,5.155565971375113,Poor,Basic,Strong,14,Calculative,Excellent,Wealth,Unemployed,Medium,Balanced,High,Charismatic,True
Manius Cassius,44,6,Germania,193,103,Retiarius,19,9,Novice,Trident,Low,Basic,0.869829531048152,High,0.9827178305747266,Poor,Basic,Strong,28,Fearful,Fair,Wealth,Entertainer,Medium,Balanced,High,Humble,True
Opimius Herennius,31,19,Rome,187,90,Hoplomachus,8,4,Agility,Spear,High,Superior,0.6341500387334075,Low,3.4477592276044318,Excellent,Advanced,Strong,12,Stoic,Excellent,Glory,Entertainer,Low,Balanced,High,Charismatic,True
Vibius Ollius,35,15,Greece,177,82,Hoplomachus,7,1,Novice,Spear,Medium,Standard,0.7122564782966345,Low,6.916160590657217,Adequate,Basic,Strong,8,Calculative,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Flamboyant,True
Fidius Messalla,38,12,Greece,172,84,Murmillo,10,1,Novice,Dagger,High,Superior,0.8868685313901714,Low,3.77630701639873,Excellent,Basic,Strong,11,Aggressive,Excellent,Wealth,Unemployed,Medium,Aggressive,High,Humble,True
Icilius Fidenas,31,19,Thrace,159,81,Thraex,23,7,Strength,Dagger,Low,Basic,0.9735055396639001,Low,6.496855886076212,Poor,Expert,Strong,30,Stoic,Excellent,Glory,Entertainer,Low,Aggressive,High,Humble,True
Fulvius Cispius,24,26,Numidia,195,82,Murmillo,9,1,Speed,Dagger,Medium,Standard,0.8844730999110322,Low,5.439450130966819,Adequate,Expert,Strong,10,Stoic,Excellent,Vengeance,Criminal,Medium,Balanced,Medium,Charismatic,True
Pacilius Gaius,34,16,Numidia,188,70,Retiarius,13,2,Novice,Net,High,Superior,0.9329662470823697,Low,5.88948317227002,Excellent,Intermediate,Strong,15,Stoic,Excellent,Glory,Laborer,Medium,Balanced,Medium,Flamboyant,True
Paconius Perperna,36,14,Greece,177,92,Hoplomachus,12,2,Novice,Dagger,Medium,Standard,0.9545447602117942,Low,3.4815249157599397,Adequate,Intermediate,Strong,14,Fearful,Good,Freedom,Unemployed,Medium,Aggressive,Medium,Intimidating,True
Didius Furius,19,31,Numidia,177,70,Hoplomachus,3,0,Novice,Spear,Low,Basic,0.45864292652720634,Low,6.5005701874637385,Poor,Intermediate,Moderate,3,Stoic,Excellent,Glory,Soldier,High,Aggressive,Low,Intimidating,False
Domitius Cispius,29,21,Thrace,181,99,Murmillo,5,1,Novice,Gladius (Sword),High,Superior,0.6394943770923791,Low,3.71626773453096,Excellent,Basic,Strong,6,Calculative,Excellent,Freedom,Unemployed,Medium,Aggressive,High,Intimidating,True
Caedicius Laecanius,29,21,Greece,180,79,Provocator,5,1,Novice,Dagger,High,Superior,0.6145010786292685,Low,2.3248499555799302,Excellent,Intermediate,Strong,6,Fearful,Excellent,Glory,Criminal,Medium,Balanced,Medium,Intimidating,True
Mallius Considius,29,21,Thrace,175,94,Secutor,7,1,Tactics,Dagger,Low,Basic,0.7142296769815041,Low,1.3651136812507736,Poor,Expert,Strong,8,Calculative,Excellent,Freedom,Entertainer,Low,Aggressive,High,Humble,False
Considius Numitorius,38,12,Germania,180,65,Hoplomachus,8,4,Strength,Spear,Medium,Standard,0.5427105220359575,Low,2.4522792592030274,Adequate,Advanced,Moderate,12,Stoic,Good,Freedom,Unemployed,Medium,Balanced,Low,Intimidating,True
Modius Mallius,36,14,Rome,179,67,Provocator,7,1,Novice,Gladius (Sword),Low,Basic,0.6856285072423287,Low,3.3439235855825062,Poor,Basic,Moderate,8,Stoic,Good,Freedom,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Claudius Publius,21,29,Gaul,189,105,Murmillo,4,1,Novice,Dagger,Medium,Standard,0.49232332684796914,Low,6.941711739813441,Adequate,Basic,Moderate,5,Stoic,Excellent,Glory,Soldier,High,Balanced,Low,Charismatic,True
Munatius Genucius,41,9,Greece,168,44,Hoplomachus,9,1,Novice,Dagger,Low,Basic,0.7920080402257355,Low,2.6035332675729275,Poor,Basic,Strong,10,Calculative,Good,Survival,Entertainer,Low,Aggressive,Medium,Humble,True
Livius Opellius,18,32,Germania,183,87,Provocator,1,0,Novice,Dagger,High,Superior,0.395926220028835,Low,10.906954761246064,Excellent,Intermediate,Strong,1,Fearful,Excellent,Wealth,Criminal,High,Aggressive,Medium,Intimidating,False
Papirius Memmius,31,19,Germania,166,83,Retiarius,9,2,Novice,Trident,Low,Basic,0.7449726947828944,Low,8.09364312148561,Poor,Intermediate,Strong,11,Calculative,Excellent,Vengeance,Criminal,Medium,Aggressive,Medium,Humble,True
Terentius Nasidius,24,26,Rome,178,95,Thraex,11,3,Novice,Sica (Curved Sword),Low,Basic,0.9183354739816553,Low,4.846065781444897,Poor,Basic,Strong,14,Stoic,Excellent,Glory,Soldier,Medium,Aggressive,Medium,Humble,True
Hostius Aemilius,38,12,Thrace,177,88,Provocator,6,2,Novice,Dagger,High,Superior,0.6022385981959147,Low,5.226854902398135,Excellent,Basic,Strong,8,Calculative,Excellent,Wealth,Laborer,Medium,Balanced,High,Humble,True
Petreius Festinius,23,27,Numidia,176,66,Secutor,6,5,Novice,Dagger,High,Superior,0.4308911041733515,High,2.3721999515778314,Excellent,Basic,Strong,11,Stoic,Excellent,Glory,Soldier,Medium,Balanced,High,Intimidating,False
Gaius Norbanus,25,25,Germania,154,67,Secutor,7,4,Novice,Gladius (Sword),Low,Basic,0.612167104056135,High,6.987803239551775,Poor,Basic,Moderate,11,Fearful,Excellent,Vengeance,Criminal,Low,Balanced,Medium,Intimidating,False
Albinius Bruttius,43,7,Germania,167,83,Secutor,15,2,Novice,Dagger,High,Superior,0.8838236760344993,Low,1.0642829286457425,Excellent,Basic,Strong,17,Stoic,Good,Freedom,Laborer,Low,Aggressive,High,Humble,True
